,Sentiment,SentimentText
2207,0,- iPhone 3gs in hand... updating it with all my crap 
2208,0, iPhone activation server not available. gonna give it a few... my friend had the problem then it started working... argh...
2209,0, iremeber he told me dopeboys got them girls gone wild . Then i was jst listening to it !
2210,0, is about to die. Coach trip C4 it's lols watch it!
2211,0, is all i can say
2212,0, Is anyone here?? Lori? Paige?
2215,0, is having spag bowl.. was going to have a BBQ but tesco had no rolls at all 
2216,0, graduation
2217,0,"- great day on Sanibel. Saw fish, tried to catch fish, and having pizza for dinner. "
2219,0, great.  I thinks Rags is sick.  This might mean a second ER vet visit this month.
2220,0, great. Can't get online at moms house....craptastic
2222,0, grieving 4 a fam n our community whose 2 kids died after playing hide &amp; seek &amp; getting stuck n a car trunk.  Parents-watch ur babies!
2223,0," grrr my twitter doesn't work with my celphone, I dw WHY!!  but my brother's twitter does ï¿½.ï¿½  IT's not Fair..    T.T"
2224,0, grrr why does maths have to be SO frustratingly annoying and mind boggiling   
2225,0, guess i didn't get the job...
2226,0, guy troubles...he just has to have a girlfriend...
2229,0, had a really bad day!!!
2230,0, haha my dragon jus tried to attack me
2231,0, hahah @annetteluna says to me: yea we need to go to target so we can get you a hotdog and you'll shut up
2232,0, Hanging by a moment by lifehouse always makes crave a boo.
2233,0, hangover
2237,0, Happy Graduation 8th ): I'll miss some of you a lot. Don't 4get to e-mail.  Lots of Love ~ *Olivia*
2240,0, Happy Saturday  But its closer to monday  but it's summer :-D
2241,0, harley told me here b-day is on the 17th of nov !!!! omdz
2243,0,- has a touch of the old prickley heat rash... 
2244,0, hate my liiiiiiiife
2246,0, HATES ITUNES.
2247,0,- hates the summer only cz. it gives a hardcore tan on arms and face 
2248,0," hates work, BEYOND wants to go on tour"
2250,0, have to do the dishes
2251,0, have to leave for class...
2252,0, have to leave soon
2253,0, have to work on homework tmrw...
2256,0, having just a Horrible Sad day. i hate those so much.
2257,0, Having no money sucks.
2258,0, having trouble sleeping.
2259,0, he always does this!
2260,0," He read my last message on myspace, and didn't reply. Im scared he dont want to talk to me really.  Ugh, I will never find anybody..."
2261,0, headache!
2264,0, Heavy rain forecast for Saturday at Epsom Derby!!
2272,0, Happy Fathers day. ILUDaddy.    First father's day sans father.
2276,0, Hard Night! It has only begun!
2278,0, hate being stuck at home not able to do anything before my last day at hollywood
2279,0, hate going to the doctors. also hate having to go back an hour later to get prescription.
2280,0, Hate Holidays
2281,0, hate public transport stood waiting over half an hour for a bus which didnt show up luckily i got a lift to work
2282,0, hate shit strirrers
2283,0, have a cold! &lt;- not fun!
2284,0, Have an awesome leave. DONT forget aboot me. Have a shit load of beers for me but do it safely. Later/
2286,0, Have to drive home now &amp; leave the show in the middle.........be back soon!
2287,0, Have to take my mom to the hospital...Hopefully she'll be alright
2288,0, haven't been able to get thru to ticketmaster to get AC/DC tickets WTF
2289,0," havent twittered in so long, ive been busy doing much of everything, 4am sleep time note to self twitter moree!!!!"
2290,0, having a day in bed not feeling myself at all today 
2291,0, having a down moment! I think i need sleep! Totally Want to work my but off at something i believe in but don't think i ever will...
2294,0, Hay fever has finally got me! ick!!!
2297,0, he never call me&gt;_&lt; i'll come psh yeah right. i swear i'm so going 2 get him. im an angel but i can be a devil.
2298,0, He wasn't able to stay the whole night.  He has to go back to camp.  I'll miss him!!
2299,0, headache.
2300,0, headaches KILL especially when your trying to study for an SOL.
2301,0, Headaches suck ASS!!!!
2302,0, headphones broke. Not happy
2305,0, he's mad at me
2308,0, hi papa had to go to bocce for me cuz my backo is wacko
2311,0, is it possible to get withdrawal symptoms from a person?
2314,0, is really sad...
2315,0, -is sad-
2317,0,-- is worried about her mom. 
2319,0, it broke awe its so sad
2320,0, it gets harder each time he leaves. I haven't been able to get a goodnight sleep since then. i miss him
2321,0, it isn't working. This picture thing is upsetting me. I see it only when it enlarge it.
2322,0, it makes me sad
2323,0, it seems summer is coming to an end...again
2324,0, it should be.. not a wink &gt;.&lt;
2325,0, It still wont let me log in I know my user's thier cos anth sent me a friend request
2326,0, it will only be me meeting the guys. maybe next time they come Watty can go.
2327,0," it would appear that my garmin, Rupert, &quot;lost&quot; the data for my last 2 runs - today's race too + it didn't upload to garmin connect. "
2328,0, its 8 o clock and my parents STILL are not home  they ditched me i think  how depressing lol
2329,0, it's already H O T.... i'm ready for fall
2332,0, its cold and semi-rainy here
2333,0, its coming
2337,0, It's NOT Gonna Be A Good Day Tomorrow 
2338,0, its such a sad day today.......and i hav nothing to do except for stupid over the summer school work! 
2339,0, Its wasnt me your honour i swear!! on my life!!! Im blonde!! please take pity!!
2340,0, I've been bitten by bitey things all over my legs and it itches like fuck!
2341,0, i've been IMing youu
2342,0,"' I've been missing you , it's true '   @jonasbrothers "
2343,0,- I've been trying to get my husband to tweet. He is adamant about NOT doing so  Poor Kathleen. lol I got a &quot;hey&quot; out of him though {haha}
2345,0, I've got to work in 5 hrs and I don't want to leave this party.
2346,0," I've gotta stop eating. Someone take all this food away, please."
2347,0,"- I've had a bad 2 days. To top it off, now I'm dealing with messy neighborhood children. I wish we lived back in the COUNTRY again. "
2350,0, I've seen that episode time to turn over
2351,0, I've wanted Allison to win America's Next Top Model since the beginning... gosh
2353,0, Jay Leno's last show
2354,0, Jay's last show in 2 minutes.
2355,0," jb is in toronto, soundchecking "
2356,0," Jeep breaks down, put 4 sale, person buys it, it runs perfect as they drive off. WTF?"
2357,0, jive mad i aint get tew c da game its all gud doe had 2 make sat $$$ man...holetime i new da lakers was gon fry sum shit up..lls
2358,0,- Home From My Trip To Alberta Now And I Am Sooo Tired!! Such A Long Drive Home!! 
2359,0, Homeless man just got arrested. I HAVE every reason for going to give excuses for him to be released. :/ I wish i had the gaul....
2360,0, Hope all is well in the Kill Hannah camp.
2361,0, hope my momma's okay.
2362,0, hope that wouldn't happen in real life
2363,0, hopefully not. @NiceonKeys90
2364,0, horse 3 and 4 just finished. They were very tired! Eurovisions runaway leader took away all the tension.
2365,0, hospitaLs sukk
2367,0, how can finding somewair to live next year be such hard work.
2368,0, how can I be out of eggs? no baking for me this morning
2369,0," how much crying can one person really do? I mean come on, i can't go to work sniffily and puffy eyed. It's all my fault."
2370,0, how my solve this thing??..
2371,0, how r u all todaii
2372,0, How sad my phone is dead and i don't have my charger... ugh
2373,0, how the duck am i supposed to write 1500 art history words on something i can hardly see!
2375,0, Hoy no ha sido un buen dÃ­a at all  .....Need support 
2376,0, http://bit.ly/k9Lxe  they looked so happy here!!!
2378,0, http://psychcentral.com/maniaquiz.htm  Good thing you can't TRUST online quizzes
2379,0, http://screens.delaender.net/24ea555d2fd0a8dd97af9f053aa4546c.png - TextMate hasn't enough memory. I got 4GB RAM hmm
2380,0, i  missed church.....AGAIN.......stupid backwards sleeping habits.....
2382,0, I accidentally slammed the door on one of my toes cause i thought my foot wasn't there. It did bleed but it's stopped now :/
2385,0, i already said goodbye to my besties @adrianacoffey @monicaramos427 @verooperez &amp; @paulettecolberg . las amo . i'll miss you  [ILY]
2386,0, i always hoped it wasn't true.
2387,0, i always lose. no matter how nice i am 
2389,0, I am gonna miss sam bradley's concert in L.A. Only one day earlier!Damn!
2390,0, I am not certified...http://bit.ly/rKiDD
2391,0," i am sick of being poorly now, it''s been a month of stomach problems and i'm fed up now"
2392,0,"- i am so drained, i wish Amy was home "
2393,0, i am so sunburnt that it hurts
2394,0," i am still uber sick (lol, FEVERISH AT LAB TODAY!) and my lab report is barely progressing. FML!!!!! !!!!!!"
2395,0, I am such a wus these days...
2396,0, I am thoroughly disappointed that Penny and Leonard are still not together and that Penny just broke my heart with one sentence.
2404,0, Help I dont know what to wear tomorrow nite !  I have my pink lady jacket but thats it.  any idea's what else to do ??
2407,0, hey isn't this easy. 
2408,0, hey u guys r on....im going to canada today...for an unhappy reason...
2409,0, hit by someone running a red light...my cars totalled...but thank God i just have a headache &amp; nothing more.
2411,0, holy shit.
2412,0, home and away (i've been home to watch this every day this week?)
2414,0, Home from NINJA weekend...I will miss you dearly!  Best $200 spent on tickets.
2415,0, HOMEWORK!!!!
2416,0, homework. uggh
2418,0, hope it gets better soon @missjeffreestar
2419,0," hopefully I make it to next years parade. YES, THERE WILL BE ONE "
2421,0, How do I make my headache go away?
2422,0, How do you just ignore them when theyre online too? God I want my friend back!!!!! :'(
2424,0,- how lame it is that I want my Scranton shirt so bad just so I can take a photo of Tim and I wearing our DM picnic shirts together 
2427,0, http://bit.ly/MisVv  please find him ok. Can't stand this tearing Ryry apart 
2429,0, Hubby went to pick up  my Fringe comics today @ store by his work. THAT store was out of business too. No comix in Houston. Have 2 Web.
2430,0, hungry and indecisive
2432,0,- I am burnt to a crisp.   Sunburn sucks!
2433,0, i am regretting getting that film developed... RIP
2434,0, i am so over it all.  
2435,0, I am so worried......
2436,0,- I am wiv achey head 
2437,0, I aways feel terrible when my friends get yelled at.
2438,0, i beeeeen sayin when my last days were heffer!!! lol lol next time forsure when u and @nessb0o graduate in 10 years
2440,0, i came home and didnt have anyone to tell how my day was to
2441,0," I can only think of one way to get out of this stupid loop of shitty moods, and I don't wanna do it..."
2442,0," I cannot print from Ubuntu to my Samsung printer, something called Splix sucks this time."
2443,0, I cant believe it
2444,0, i can't block people anymore! what's wrong!
2445,0," i can't drive myself to school until december, even though i'll be eighteen already. exception?"
2446,0, joe and stella. stop being so cute. i only know disney is tempting me with forbidden fruit.
2447,0,-- jon &amp; kate plus 8 on monday might make me really sad  ... stay together for the kidssssssss   
2448,0, Jonas Brothers 3D Concert Movie is out on the 7th of May and i can't go because of school interviews.  BUT i'LL see it sat!!(Hopefully)
2451,0, jst received sm profound words 4rm the last guy I dated... thx Chigo
2453,0," just been taken into a pet shop with @staceynoir tarantulas and mini crocodiles, ah quite scared. But i want a bearded dragon."
2454,0, just busted my head on my friends windshield. i hurt.
2455,0, just came back from Memorial of a friend around 100-200 turned up. I'm so sad right now. RIP Tom
2456,0, just dropped my boi off at the airport. I feel as though the L word is coming and I'm resisting it.
2458,0, Just found out I don't get to hear from my soldier for another week!!!
2459,0, Just found out my &quot;play play&quot; grand-daddy died...  RIP William Watson... Thanks 4 the memories!
2463,0, just got served by a small minded jerk off. So much for being funny.
2465,0, just like I thought everyone is busy already. It now depends on lyss...
2466,0, just like that.
2467,0, just passed up going to my favorite bar with most of my favorite people because i hurt so bad  -otte-
2468,0, just really upset and drunk
2469,0, Just re-tanlined my basketball sock tanline. Ftl.
2474,0, just trying to help
2475,0, just walked in on boyfriend trying to hang himself.  he's okay.
2476,0, just watched the farrah facett story. i feel terrible for her :/
2477,0," just weighed self... still 59 kilos!! Damn you body, gain some fat!"
2478,0, just woke up..
2479,0," Karine Ruby, &quot;former Olympic snowboarding champion dies at 31.&quot; http://bit.ly/uKRBg"
2480,0, karly on bb...how ...fifian..?
2481,0, killer headache. Today was half good and half bad. Could use some good news.
2483,0, kyokyo-chan isn't real.... )': Yukyosukuji!&lt;3
2484,0, last day of holidays...I wanna cry. http://tinyurl.com/d8s778
2485,0, last day of holidays...I wanna cry. http://tinyurl.com/q8428o
2486,0, last day of school....
2487,0," last day of summer uniform, I HATE WINTER ,i got locked out side my locker today .. not cool all my teachers were like were r your books"
2488,0, i broke my microphone 
2489,0, i burn my tounge
2490,0, I burned my quesadilla.
2491,0, i can't believe i get sick on the first week of school.. 20 more days and then i'm outta there. ugh i hope i get better soon
2492,0, i cant believe you....
2493,0, i cant fall asleep.
2494,0, I can't find pistachio ice cream at my store
2495,0, i cant go to miley cyrus tour 2009 because i would be on a wedding !
2496,0, i cant go to work until 7... that means 2 hours less... tear
2497,0, i cant guys. my computer got taken away    i'm on my moms phone
2498,0, I can't play spymaster anymore. The page just keeps loading without ever actually doing so. So sad. WTF?!
2499,0, i cant see anything!!!!!! Im from spain and i cant see it!!! It isnt fair!
2501,0, i cant stop being sad
2502,0," I can't stop crying. I'm horrible to my husband and putting him off, I know, I feel like I'm driving him away  I can't help it"
2504,0, i cant wait to shower off all the dust on my body from my room! ARGH
2505,0, I can't waite to I have a hubby and little one to come home to
2506,0, i cant watch skins! mum is in the loungeroom she wont leave!
2507,0, I cantt sleep -averi tweeting from moms phone
2508,0, I changed my mind 
2509,0, i could be at a movie right now with someone...
2511,0, I couldn't eat my strawberry ice cream. My tummy hurts.
2512,0," I couldn't go to Tower Records to buy LINES,VINES AND TRYING TIMES.... "
2513,0, I COULDN'T HELP IT.
2514,0, I couldv'e taken a class from THE Ryan Feng... Sadness...Aw well! Ima learn from Mike Song and Tony Tran! Thassright people!
2515,0, I cut myself in like 3 different places. Sucky much.?
2517,0, i did not like the way i was awakened today
2518,0, I Didnt Expect My Niqht O2 End This Early..
2519,0," i didnt go shopping, but i am going to burbank again!"
2520,0, i didn't know.
2521,0, i didn't want justine to go...will sam ever get eliminated &gt;.&lt; #masterchef
2522,0," I dislike this immensely, i lol at the fact I can spell immensely... thank you Lauren haha"
2523,0, i don't even know.
2524,0, i dont feel all that great. my head is gonna explode
2525,0, I don't feel good again! Wth?
2526,0, i dont feel so good 
2527,0, I don't have any decent looking ones at all. I don't want to wear mine and look like a big dork
2528,0, I dont have lunch money
2529,0," I don't have the guts!!???,??!!!!"
2530,0, i dont know how to do that fringe braidy thing 
2531,0, I don't know what my problem is..:/
2532,0, I don't know..
2533,0, I don't like cleaning
2534,0, i dont like it when people dont text back ~Tim~
2535,0, I don't think I can call myself &quot;prize winning&quot;
2536,0, I don't think I was wrong no matter what nobody says I really didn't want da bread I just wanted my pancakes didn't want to waist da food
2537,0, I cant find my connector for my cameraa!!!  Where is itt?!?!?!?!
2538,0, I cant get ma rarse outa bed. I NEED 2 get sum work done!
2539,0, i cant get photos to save for my twitter layout...argh...
2540,0, I can't get to sleep... I'm also doing some serious thinking... LK should do an album... #littlekuribohYGOASsoundtrackalbum anyone? =]
2541,0, I can't open my YM account ! Grr.
2542,0," i cant sleep, i dont deserve this .... N you know it "
2543,0, I cant take the hurt...
2544,0, i can't tell if he was crying.
2545,0, i can't type! my mad typing skills are screwed! this damn papercut!
2546,0, i cant upload my pic...
2547,0, I can't wait only 3 more days left.
2549,0," I caught up. I WANT MOREEE! Ugh, fuck JAH-PAN, they need to produce more chapters so I can keep reading NARUTO &gt;:["
2550,0,- I could go to Italy in that time 
2551,0, i cried over jon and kate ... i think that makes me pretty lame haha
2552,0, I cut my hair
2553,0, I didn't get picked for any show!!! Boehoe!
2554,0, I didn't go to school. Again. My head hurts so bad. Again. This sucks. Again.
2555,0," I do look like luda, ugh."
2556,0, i dont feel good at all my tummy and head hurts really bad (((
2557,0, I dont know how to get the output type from nast and tsp01 tables... but tomorrow i will find that
2558,0, I don't know what I did. @myhaloromance
2559,0, I don't know what to say but 
2560,0, I don't know what to wear....
2561,0, i don't know...?
2562,0, I dont like strapless bras either.
2563,0, i dont like that phone anymore...
2564,0, i dont like the fact my gay best friend is in tears... â™¥
2565,0, i don't like thunderstorms! just let me hide!
2566,0, i don't like your livejournal because you don't use fancy words like that in real life.
2567,0, I don't really wanna do this...love stinks sometimes.
2568,0, i dont wanna wait 10 more dayss
2569,0, I dont want her to be mad at me. She is sooo sweet!
2570,0, i dont want to go to bed but im so tired
2571,0, i dont wanta go to school today.....
2572,0, I dontcthink I slept enough.
2573,0, i dontttttttttttt feeeeeeeeel goooood 
2574,0, i feel bad now.
2575,0, i feel like a idiot yet again.
2576,0," i feel like freakin crying,"
2577,0, I feel like there's school tomorrow. Most likely there will be.  NOOOOOOOO...
2578,0, i feel sad. Discouraged. Lonely. Unlucky.
2579,0, I feel so shitty! FML.
2580,0, i find no reason to keep on going anymore.
2581,0, i finished the cookies too fast... now i don't have cookies for tomorrow... (
2583,0," I forgot to put away my laundry earlier so my beds full of clothes. Guess its going on the floor. Dog hair is always in, yeah?"
2584,0, i get my flip-flops in a few days but i am not happy.
2587,0, I got a D in foundation mock http://twitpic.com/7slt4
2588,0, i don't think i'll be able to wear my hair extensions all week i don't have enough time to put them on really busy week
2589,0, i dont understand twitter
2590,0, I don't wanna go to work...
2591,0," I don't wanna. What I do want, I can't have... fun times."
2592,0, I don't want a million followers and sending out the exact same tweet is annoying. How can people with 0 updates have followers? So sad.
2593,0, I don't want to go to work
2594,0, i feel bad i woke you up!!! but thats awesome do it so i can be addicted to you too 
2595,0," i feel bad. I love you sweetheart, more than anything!"
2596,0, i feel like my insides are slowly being torn from my body...
2597,0, i feel like shit
2598,0, i feel like such a loser.  i hate hills
2599,0, i feel lonely.
2601,0, i feel really alone
2602,0," i feel really really really fucking sick, fml."
2603,0, I feel so disconnected without AIM. WORK DAMMIT.
2604,0,- I feel so naked without my Ipod 
2605,0, I FEEL SO..... REPLACED.
2606,0," I feel terrible. Gosh, how do I manage to ruin it so quickly? I've been home for an hour and I've already messed something up!!!!"
2607,0, I feel the way this sign looks stay up twitter peeps
2608,0, i fell down the stairs LOL!  stoooopid straightener!
2609,0,- I felt really sad when I heard that Paul McCartney's squirrel was going to be shot  Fortunately I'd got the w.. http://htxt.it/l/qKpSIk
2610,0, I found out my mum has got cancer off the womb and she was supposed to go for an operation on Saturday but she didn't go and I feel upset
2611,0, i go on twitter nd find out he has a girl :'(
2613,0, I got scolded for not waiting and spending MORE to find my perfect storage solution...  saddies Guess I should have *hangs head*
2614,0, I got so scared tonight. Love you @kristengraham
2615,0, i got yelled at 4 helping the cats by my neighbor
2616,0, i got you anytime man. Just holla if you need me. 
2618,0, I guess all the finger-crossing in the world couldn't help her.
2619,0, I guess I'm no Sherlock
2620,0, i had 107 followers when i went to bed now i have 102 what happen  it better not have been any of my VIP or maybe some non VIP got mad
2621,0, I had a bad thought
2622,0, i had a freaky dream last night
2623,0," I had to postpone the photoshoot. Stupid Wisconsin weather. Why can't it be sunny? Working out, tanning, preschool grad night, then out!"
2625,0, i has no followers to message to
2626,0," I has sazzy's cruddy disease, i feel so sicky!"
2627,0, i hate bad days.
2628,0,- I hate being offered an opportunity you know you can't take... The right decision isn't always the fun one 
2629,0, I hate budget cut. It's not making me happy.
2630,0, I hate fighting
2631,0, I hate how everything is so easy in OS X ...but at the same time...I love it. #OSX
2635,0, i got mosquito bites ALL OVER. is West Nile still a threat?! D:
2636,0, i got my hair confused with my curly noodles...
2637,0, i got scolded by my mother via skype. told me to go to sleep. doesn't she know by now that her daughter is nocturnal.
2638,0, i got sun burned bad at work!
2639,0, i got the wrong damn monster. Ugghhh now i gotta go back to the shopette! at like.....4 in the morning. not pleased.
2641,0, i gotta work today
2642,0," I guess I see it differently. Jason told then he was removing the questions and Andrew responds to that, in the link you sent."
2643,0, I had 6 followers and I joined 2 days ago they un followed me! :1
2644,0, I had a feeling of impending doom &amp; then hear about this. NO GOOD. NO GOOD.
2646,0, I had too many gummy octopus... The gummy hurt my tummy
2647,0, i has to do the dishes 
2649,0, i hate being in love. out of love. in love. hates it
2650,0, I hate germantown it keeps me from friends! Lols
2651,0," I hate it here. I hate everything. I don't understand why we only fight when my dads here. Anywho, I might leave sunday night."
2652,0, i hate it when they wake me up with a wrong number and my step dad vacumming EVERY saturday morning.
2653,0, I hate muscle spasms. Fuck you spasms!!!!! http://twitpic.com/6e4a7
2654,0, I hate my job! I want to fly a plane soon! :  I hate my job! I want to fly a plane soon!  http://tinyurl.com/mm9wod
2655,0, I hate packing!
2656,0, i hate rain and people.
2657,0, i hate songs that will NEVER be my life.
2658,0, I hate the Rain! It puts a dampner on my sunday! I hope its gonna be sunny 2morrow! We need the good weather!
2659,0, I hate the scale.
2660,0, i hate this family. Save me!
2661,0, I hate watchin' this episode! Boulton the stations tough guy left frightened and angry - and in need of a HIV test after raid gone wrong!
2662,0, I hate when my bf beats da dogs. But I guess that the only way to teach these pitts.
2663,0, i hate when my boyfriend has a bad day!
2664,0, i hate work. havent done much today. im trying! i have artists block. cant draw 
2665,0, i hate work. I'm so sorry Aly.
2667,0," I have an appt, but u all should go hear about palimpsests &amp; other interesting things tomorrow @machineproject http://tinyurl.com/m6qxqa"
2668,0, I have no hair left trying to book train to Sheffield for Sun .. anyone ? I'm helping a pal fufill a dream to see Beyonce ... STRESS !
2669,0, i have one thing perfect going for me that i want. I have one bad thing not going for me at all that i want more than anything in the ...
2670,0, i have something to say thats going to keep you from smiling
2671,0, I have that sad and disappointed feeling in my gut...
2672,0, last day of weekend.
2673,0, Last day of year 11 today. Boswells 04-09 (L)
2675,0, last episode of buffy always makes me cryy
2676,0, last time seeing my kids. 2 of the greatest kids in the world.
2680,0,- laying in bed b/c I have nothing to do! 
2681,0, leaving florida want to live there forever! Texan*Girl
2683,0, leaving this hotel room sucks. They upgraded up to a two bedroom suite. Oh well.
2684,0, leaving tomorrow. miss home. mum's incessantly whining to go shopping. i wanna stay home.
2685,0,- Legs feel worse than they did yesterday 
2686,0, less and less people have been partying lately.
2687,0, lets get like icecream after to make u feel better!
2690,0, life sucks. but it would suck a lot more if i didn't have the beautiful check yes gingerette to keep me company.
2692,0," listenin to trey songs, kanye west song say u will remix. Its only one her, I only want her."
2695,0, LittleBoxOfEvil We are just like that 
2697,0, lol@teedramoses
2698,0, Lola hurt her leg... Of course this happens the day before we leave...
2700,0, LONELY. lol. i'm so boredddddd
2701,0, long ride home and i am bored
2702,0, long week ahead!!! Another weekend off!!!
2704,0, lookin up strippin classes
2705,0," looks like I have to take the bus home tonight. I really need a new car, BADLY..."
2706,0, Looks like Villarreal might not be making it to the Champions League next season.
2707,0, Losee Magic
2708,0, lost a follower -1. :/
2709,0, lost a follower! lol
2710,0, lost my spot in front of the heater
2711,0," lots of pics of clebs in teeny bikinis at the mo,well I feel like shamu today, salad for lunch and fruit, at least my baps are my own lol"
2713,0, lunch break=wasted. 23mins left to keep refreshing.
2714,0, M is bummed. i wish there was something i could do
2715,0, maaaann...well @ least u dnt hav 2 worry about this silly place nemore @shansopink ...ooo gurl they drive me insane n here...i hate rules
2716,0, I hate Mondays.
2717,0, I hate my job! I want to fly a plane soon! 
2718,0, I hate the &quot;out-of-nowhere&quot; stuff...
2719,0, i hate this
2720,0, i hate this .. Goodnight. LOL http://tinyurl.com/olyvhe
2721,0, I hate this job
2722,0, i hate thunderstorms...   I don't like the sound of thunder...
2723,0, i hate today (((
2724,0,- I hate waking up when you're in the middle of the best dream ever 
2725,0, i hate work
2726,0, i hate you think you or talk you? i don`t like that !! now aunts b.day
2727,0, i have a cold!
2728,0, I have a headache.
2730,0," I have a sick @posty today. He has a headache, cough, sore throat.  He is curled up on the couch."
2731,0, i have a stomach ache.. and i think its from the ahi tuna i had at PF changs tonight.. something was just not right about it.
2733,0, I have heartburn...cheap pizza sauce
2734,0, I have never seen the Abbey Road thingy
2735,0, i have no deo left what am i going to doo i stink!
2736,0," I have rehearsals 10-4 today, and thenagain tomoro, and the next day, and the next, and then one more and I am finished with that school!"
2737,0, i have the flu i feel horrible... @roly50100150 please come home i feel bad
2738,0, I have to go back to work now!  not long till finishing time...
2739,0, i have to start studying for finals
2740,0, I haven't start packing for a 7:00am flight! FML
2741,0, i hope this gets better..
2742,0, I hope you're okay &lt;3
2743,0," I jinxed my good mood, I say I'm happy and all that cause Nicks the father to sharons baby and now Farrah dies... didn't know her but its"
2744,0, i juss wish hed talk...
2745,0, I just bought the 50 pack and so far only 4 out of 10 have worked out. These DVDs http://www.amazon.com/dp/B0007TJ58M
2746,0, I just color-edited 60 photos in Lightroom and used my external display and the color profile was wrong. Everything turned out bad. #FAIL
2748,0, i just found my pet bird pidge. I was worried about her cos she likes to leave her cage and walk around cos she cant fly.. she died 
2749,0, i just got a call form work saying more hours got cut
2750,0, i just got in the mood for a sad song... Boooo! two thumbs down
2752,0, i just had a bad dream and now i'm afraid to go back to sleep. 
2753,0, I just had to restore my iphone to its original settings...wtf apple...this sucks. I better not lose everything....
2754,0, i just hit my head gettiing into the car
2755,0, i just missed out on the hat pricing minigame....i hope i catch it next time! 
2756,0, I just ran out of my favorite cologne...Who wants to buy me some more??
2757,0, i just realized i miss 11:11 dangggg
2758,0, i have to be at school for 8 in the morning.
2759,0, i have to go to my sisters now to look after vada so im not going to be able to talk properly to anyone for a while 
2760,0,- I have to miss out on the Nashville night  at least there's a Grease double feature on tonight...haha
2761,0, i have to wake up early 2morrow..Boo!!...first stop starbucks
2763,0, i havee to get up at 6 tomorrow blehh.
2764,0, I heard thunder... &amp; I think someone's upset at me because I'm a str8 up blunt person... I need some advice on how not to be so blunt ha!
2765,0, i hope everyone is ok!
2766,0, i hope you're ok @EnchanteDMurDeR
2767,0, I hurt my wrist some how this morning and it really hurts 
2768,0, i hurt so much :*( i wish i never went outside yesterday
2770,0, I just dont understand...
2772,0, i just found out 2 of my gold fish died....  i named them Gerard and Mikey ....ok tomorrow i am getting new fish
2773,0, I just found out that california is a bust this year. Oh well next year it is
2774,0, I just got crop dusted.
2775,0, i just got shouted at...
2776,0, I just heard skins music and wants skins back on 
2777,0, I just need an opportunity.
2778,0, i just realized i missed 11:11 dangggg
2780,0, I just wanna feel better. Now I'm freezing!
2781,0," i just want to crawl in bed with some cough drops, tissue box, and put on a movie. (("
2782,0, I just want to sleep for once
2784,0, I keep posting songs here and no one ever listens (I can tell ;) ) - jeez it's tough being an unsuccessful songwriter!
2785,0, I killed my dill plant again. Why does this happen with dill? It is doing great then suddenly it's dead. http://tinyurl.com/mlh4f5
2786,0, i knew this would happen !! i'd start feeling really ill and wouldn't be able to sleep. it's exactly the same as what happened friday &gt;:|
2787,0," I know @twitter's not going to bother coding much for IE6, but having to pull up indiv tweets every time I reply is getting old. Fast."
2792,0, I looked like I've a needle poked through my nosey.
2793,0, i lost two followers
2796,0, I love him so much but our views are so different.
2800,0," Makes me a little weepy, this one. â™« http://blip.fm/~8je1h"
2803,0, Mammoth cave here I come 
2805,0," Man, I hate cleaning T^T"
2807,0, may just said i'm the more boring person ever.
2808,0, mayfield psychiatric hospital.
2809,0,- me and my mom's cars were broken into.  I feel violated.
2810,0, me has finished my hot chocolate now but my lappy is burnung my leg and am too warm. Xxx
2811,0, Me is bored. Someone IM me or somethin! AAHH.
2812,0, me Perdi EL conCierto de the kooks  I fEll so baD
2815,0," meeting fell through until next week, im thinking yoga and soup will cheer me up !"
2816,0, mega downpour... its go 45 mins to stop.... or no coaster for me.
2819,0, MIA my sinful hat.
2821,0, miley didn't win best actress or whatever
2822,0, mish is trying to get me into manga D
2823,0,- miss him so much . wish i had more time to spend wit him 
2825,0, Miss You Nath. xx
2826,0, missing all time low...
2827,0, missing the Evelyn....she is out having a good time....good for her! good night good folks....
2828,0, mm alright
2830,0, modern history homework... siiigh
2831,0, mon morn and i hav the biggest headache everrrrrr!  Roll on 3wks already!! x
2832,0,- Monday night is usually Cougar Night at High Noon Saloon. Where the heck are all the Cougars?  
2835,0, MOT didnt go v.well
2837,0, must try to raise some funds to get better computer present one like me worn out. also need a publisher/literary agent?
2838,0,- my aching body 
2841,0, my arm burns
2842,0, my back is killing me! my damn chest needs to be reduced asap! ugh! 
2843,0, my back really hurts
2844,0, My boyfriend is gay.
2845,0,"- my boys are rowdy now that 'dad' is home! we've been having lots of fun &amp; making lots of noise!!  but, now, jammie time is upon us... "
2846,0, my bro isnt here yet!!!! what to do????
2847,0, my brother left me for the day now I am here by myself
2848,0, my coffee went cold
2849,0, I just realized that #wordcamp Dallas is happening the exact same weekend that apollocon.org is. Drat!
2850,0, i just received my G8 viola exam.. and its... well... .. disappointing.. :\..
2851,0, i just recieved a text from the bf saying &quot;Whats ups babys&quot; haha JERK! quit making fun of me.
2852,0, i just saw a bunny outside and i thought it was my cat. I hate this.
2853,0," I just saw a huge spider crawling on my wall, then it went behind my bed!!"
2854,0, I just saw a squished kitty outside my gate....I feel sad...
2856,0, i just wanna cry... I have so much work 2 do 
2857,0, I just wanna sleep!! My eyes hurt.. My nose keep cloggin up.. I'm getting a headache n 1 of my nostrils &amp; my throat is dry.. :***-(
